network,code,location,network_group,channel_prefixes,channel_components
IA,SIJM,00,REGIONAL,HN,E
IA,SIJM,00,REGIONAL,HN,N
IA,SIJM,00,REGIONAL,HN,Z
IA,SIJM,00,REGIONAL,SH,E
IA,SIJM,00,REGIONAL,SH,N
IA,SIJM,00,REGIONAL,SH,Z
IA,SIRSI,,REGIONAL,HN,E
IA,SIRSI,,REGIONAL,HN,N
IA,SIRSI,,REGIONAL,HN,Z
IA,SIRSI,,REGIONAL,SH,E
IA,SIRSI,,REGIONAL,SH,N
IA,SIRSI,,REGIONAL,SH,Z
IA,SISI,00,REGIONAL,HN,E
IA,SISI,00,REGIONAL,HN,N
IA,SISI,00,REGIONAL,HN,Z
IA,SISI,00,REGIONAL,SH,E
IA,SISI,00,REGIONAL,SH,N
IA,SISI,00,REGIONAL,SH,Z
IA,SISM,00,REGIONAL,HN,E
IA,SISM,00,REGIONAL,HN,N
IA,SISM,00,REGIONAL,HN,Z
IA,SISM,00,REGIONAL,SH,E
IA,SISM,00,REGIONAL,SH,N
IA,SISM,00,REGIONAL,SH,Z
IA,SISMI,,REGIONAL,HN,E
IA,SISMI,,REGIONAL,HN,N
IA,SISMI,,REGIONAL,HN,Z
IA,SISMI,,REGIONAL,SH,E
IA,SISMI,,REGIONAL,SH,N
IA,SISMI,,REGIONAL,SH,Z
IA,SIUMI,,REGIONAL,HN,E
IA,SIUMI,,REGIONAL,HN,N
IA,SIUMI,,REGIONAL,HN,Z
IA,SIUMI,,REGIONAL,SH,E
IA,SIUMI,,REGIONAL,SH,N
IA,SIUMI,,REGIONAL,SH,Z
IA,SJPM,,REGIONAL,HN,E
IA,SJPM,,REGIONAL,HN,N
IA,SJPM,,REGIONAL,HN,Z
IA,SJPM,,REGIONAL,SH,E
IA,SJPM,,REGIONAL,SH,N
IA,SJPM,,REGIONAL,SH,Z
IA,SKJI,,REGIONAL,HN,E
IA,SKJI,,REGIONAL,HN,N
IA,SKJI,,REGIONAL,HN,Z
IA,SKJI,,REGIONAL,SH,E
IA,SKJI,,REGIONAL,SH,N
IA,SKJI,,REGIONAL,SH,Z
IA,SKJIB,00,REGIONAL,HN,E
IA,SKJIB,00,REGIONAL,HN,N
IA,SKJIB,00,REGIONAL,HN,Z
IA,SKJIB,00,REGIONAL,SH,E
IA,SKJIB,00,REGIONAL,SH,N
IA,SKJIB,00,REGIONAL,SH,Z
IA,SKPM,,REGIONAL,HN,E
IA,SKPM,,REGIONAL,HN,N
IA,SKPM,,REGIONAL,HN,Z
IA,SKPM,,REGIONAL,SH,E
IA,SKPM,,REGIONAL,SH,N
IA,SKPM,,REGIONAL,SH,Z
IA,SKSI,00,REGIONAL,HN,E
IA,SKSI,00,REGIONAL,HN,N
IA,SKSI,00,REGIONAL,HN,Z
IA,SKSI,00,REGIONAL,SH,E
IA,SKSI,00,REGIONAL,SH,N
IA,SKSI,00,REGIONAL,SH,Z
IA,SKSM,00,REGIONAL,HN,E
IA,SKSM,00,REGIONAL,HN,N
IA,SKSM,00,REGIONAL,HN,Z
IA,SKSM,00,REGIONAL,SH,E
IA,SKSM,00,REGIONAL,SH,N
IA,SKSM,00,REGIONAL,SH,Z
IA,SLBFM,,REGIONAL,HN,E
IA,SLBFM,,REGIONAL,HN,N
IA,SLBFM,,REGIONAL,HN,Z
IA,SLBFM,,REGIONAL,SH,E
IA,SLBFM,,REGIONAL,SH,N
IA,SLBFM,,REGIONAL,SH,Z
IA,SLSI,,REGIONAL,HN,E
IA,SLSI,,REGIONAL,HN,N
IA,SLSI,,REGIONAL,HN,Z
IA,SLSI,,REGIONAL,SH,E
IA,SLSI,,REGIONAL,SH,N
IA,SLSI,,REGIONAL,SH,Z
IA,SLSM,00,REGIONAL,HN,E
IA,SLSM,00,REGIONAL,HN,N
IA,SLSM,00,REGIONAL,HN,Z
IA,SLSM,00,REGIONAL,SH,E
IA,SLSM,00,REGIONAL,SH,N
IA,SLSM,00,REGIONAL,SH,Z
IA,SMKI,,REGIONAL,HN,E
IA,SMKI,,REGIONAL,HN,N
IA,SMKI,,REGIONAL,HN,Z
IA,SMKI,,REGIONAL,SH,E
IA,SMKI,,REGIONAL,SH,N
IA,SMKI,,REGIONAL,SH,Z
IA,SMPI,,REGIONAL,HN,E
IA,SMPI,,REGIONAL,HN,N
IA,SMPI,,REGIONAL,HN,Z
IA,SMPI,,REGIONAL,SH,E
IA,SMPI,,REGIONAL,SH,N
IA,SMPI,,REGIONAL,SH,Z
IA,SMRI,,REGIONAL,HN,E
IA,SMRI,,REGIONAL,HN,N
IA,SMRI,,REGIONAL,HN,Z
IA,SMRI,,REGIONAL,SH,E
IA,SMRI,,REGIONAL,SH,N
IA,SMRI,,REGIONAL,SH,Z
IA,SMSI,,REGIONAL,HN,E
IA,SMSI,,REGIONAL,HN,N
IA,SMSI,,REGIONAL,HN,Z
IA,SMSI,,REGIONAL,SH,E
IA,SMSI,,REGIONAL,SH,N
IA,SMSI,,REGIONAL,SH,Z
IA,SMSM,00,REGIONAL,HN,E
IA,SMSM,00,REGIONAL,HN,N
IA,SMSM,00,REGIONAL,HN,Z
IA,SMSM,00,REGIONAL,SH,E
IA,SMSM,00,REGIONAL,SH,N
IA,SMSM,00,REGIONAL,SH,Z
IA,SNBI,00,REGIONAL,HN,E
IA,SNBI,00,REGIONAL,HN,N
IA,SNBI,00,REGIONAL,HN,Z
IA,SNBI,00,REGIONAL,SH,E
IA,SNBI,00,REGIONAL,SH,N
IA,SNBI,00,REGIONAL,SH,Z
IA,SNJI,00,REGIONAL,HH,E
IA,SNJI,00,REGIONAL,HH,N
IA,SNJI,00,REGIONAL,HH,Z
IA,SNJI,00,REGIONAL,HN,E
IA,SNJI,00,REGIONAL,HN,N
IA,SNJI,00,REGIONAL,HN,Z
IA,SNSI,,REGIONAL,HN,E
IA,SNSI,,REGIONAL,HN,N
IA,SNSI,,REGIONAL,HN,Z
IA,SNSI,,REGIONAL,SH,E
IA,SNSI,,REGIONAL,SH,N
IA,SNSI,,REGIONAL,SH,Z
IA,SOEI,,REGIONAL,HN,E
IA,SOEI,,REGIONAL,HN,N
IA,SOEI,,REGIONAL,HN,Z
IA,SOEI,,REGIONAL,SH,E
IA,SOEI,,REGIONAL,SH,N
IA,SOEI,,REGIONAL,SH,Z
IA,SOMPI,,REGIONAL,HN,E
IA,SOMPI,,REGIONAL,HN,N
IA,SOMPI,,REGIONAL,HN,Z
IA,SOMPI,,REGIONAL,SH,E
IA,SOMPI,,REGIONAL,SH,N
IA,SOMPI,,REGIONAL,SH,Z
IA,SPSI,,REGIONAL,HN,E
IA,SPSI,,REGIONAL,HN,N
IA,SPSI,,REGIONAL,HN,Z
IA,SPSI,,REGIONAL,SH,E
IA,SPSI,,REGIONAL,SH,N
IA,SPSI,,REGIONAL,SH,Z
IA,SPSJM,,REGIONAL,HN,E
IA,SPSJM,,REGIONAL,HN,N
IA,SPSJM,,REGIONAL,HN,Z
IA,SPSJM,,REGIONAL,SH,E
IA,SPSJM,,REGIONAL,SH,N
IA,SPSJM,,REGIONAL,SH,Z
IA,SPSM,00,REGIONAL,HN,E
IA,SPSM,00,REGIONAL,HN,N
IA,SPSM,00,REGIONAL,HN,Z
IA,SPSM,00,REGIONAL,SH,E
IA,SPSM,00,REGIONAL,SH,N
IA,SPSM,00,REGIONAL,SH,Z
IA,SRBI,,REGIONAL,HN,E
IA,SRBI,,REGIONAL,HN,N
IA,SRBI,,REGIONAL,HN,Z
IA,SRBI,,REGIONAL,SH,E
IA,SRBI,,REGIONAL,SH,N
IA,SRBI,,REGIONAL,SH,Z
IA,SRMI,00,REGIONAL,HN,E
IA,SRMI,00,REGIONAL,HN,N
IA,SRMI,00,REGIONAL,HN,Z
IA,SRMI,00,REGIONAL,SH,E
IA,SRMI,00,REGIONAL,SH,N
IA,SRMI,00,REGIONAL,SH,Z
IA,SRPI,,REGIONAL,HN,E
IA,SRPI,,REGIONAL,HN,N
IA,SRPI,,REGIONAL,HN,Z
IA,SRPI,,REGIONAL,SH,E
IA,SRPI,,REGIONAL,SH,N
IA,SRPI,,REGIONAL,SH,Z
IA,SRSI,,REGIONAL,HN,E
IA,SRSI,,REGIONAL,HN,N
IA,SRSI,,REGIONAL,HN,Z
IA,SRSI,,REGIONAL,SH,E
IA,SRSI,,REGIONAL,SH,N
IA,SRSI,,REGIONAL,SH,Z
IA,SSASI,,REGIONAL,HN,E
IA,SSASI,,REGIONAL,HN,N
IA,SSASI,,REGIONAL,HN,Z
IA,SSASI,,REGIONAL,SH,E
IA,SSASI,,REGIONAL,SH,N
IA,SSASI,,REGIONAL,SH,Z
IA,SSJM,00,REGIONAL,HN,E
IA,SSJM,00,REGIONAL,HN,N
IA,SSJM,00,REGIONAL,HN,Z
IA,SSJM,00,REGIONAL,SH,E
IA,SSJM,00,REGIONAL,SH,N
IA,SSJM,00,REGIONAL,SH,Z
IA,SSKI,,REGIONAL,HN,E
IA,SSKI,,REGIONAL,HN,N
IA,SSKI,,REGIONAL,HN,Z
IA,SSKI,,REGIONAL,SH,E
IA,SSKI,,REGIONAL,SH,N
IA,SSKI,,REGIONAL,SH,Z
IA,SSMI,00,REGIONAL,HN,E
IA,SSMI,00,REGIONAL,HN,N
IA,SSMI,00,REGIONAL,HN,Z
IA,SSMI,00,REGIONAL,SH,E
IA,SSMI,00,REGIONAL,SH,N
IA,SSMI,00,REGIONAL,SH,Z
IA,SSSI,00,REGIONAL,HH,E
IA,SSSI,00,REGIONAL,HH,N
IA,SSSI,00,REGIONAL,HH,Z
IA,SSSI,00,REGIONAL,HN,E
IA,SSSI,00,REGIONAL,HN,N
IA,SSSI,00,REGIONAL,HN,Z
IA,SSSM,00,REGIONAL,HN,E
IA,SSSM,00,REGIONAL,HN,N
IA,SSSM,00,REGIONAL,HN,Z
IA,SSSM,00,REGIONAL,SH,E
IA,SSSM,00,REGIONAL,SH,N
IA,SSSM,00,REGIONAL,SH,Z
IA,STKI,00,REGIONAL,HN,E
IA,STKI,00,REGIONAL,HN,N
IA,STKI,00,REGIONAL,HN,Z
IA,STKI,00,REGIONAL,SH,E
IA,STKI,00,REGIONAL,SH,N
IA,STKI,00,REGIONAL,SH,Z
IA,STSI,,REGIONAL,HN,E
IA,STSI,,REGIONAL,HN,N
IA,STSI,,REGIONAL,HN,Z
IA,STSI,,REGIONAL,SH,E
IA,STSI,,REGIONAL,SH,N
IA,STSI,,REGIONAL,SH,Z
IA,SUPJI,,REGIONAL,HN,E
IA,SUPJI,,REGIONAL,HN,N
IA,SUPJI,,REGIONAL,HN,Z
IA,SUPJI,,REGIONAL,SH,E
IA,SUPJI,,REGIONAL,SH,N
IA,SUPJI,,REGIONAL,SH,Z
IA,SUSM,00,REGIONAL,HN,E
IA,SUSM,00,REGIONAL,HN,N
IA,SUSM,00,REGIONAL,HN,Z
IA,SUSM,00,REGIONAL,SH,E
IA,SUSM,00,REGIONAL,SH,N
IA,SUSM,00,REGIONAL,SH,Z
IA,SUSPI,,REGIONAL,HN,E
IA,SUSPI,,REGIONAL,HN,N
IA,SUSPI,,REGIONAL,HN,Z
IA,SUSPI,,REGIONAL,SH,E
IA,SUSPI,,REGIONAL,SH,N
IA,SUSPI,,REGIONAL,SH,Z
IA,SWCM,00,REGIONAL,HN,E
IA,SWCM,00,REGIONAL,HN,N
IA,SWCM,00,REGIONAL,HN,Z
IA,SWCM,00,REGIONAL,SH,E
IA,SWCM,00,REGIONAL,SH,N
IA,SWCM,00,REGIONAL,SH,Z
IA,SWI,,REGIONAL,HN,E
IA,SWI,,REGIONAL,HN,N
IA,SWI,,REGIONAL,HN,Z
IA,SWI,,REGIONAL,SH,E
IA,SWI,,REGIONAL,SH,N
IA,SWI,,REGIONAL,SH,Z
IA,SWJI,,REGIONAL,HN,E
IA,SWJI,,REGIONAL,HN,N
IA,SWJI,,REGIONAL,HN,Z
IA,SWJI,,REGIONAL,SH,E
IA,SWJI,,REGIONAL,SH,N
IA,SWJI,,REGIONAL,SH,Z
IA,SWPM,,REGIONAL,HN,E
IA,SWPM,,REGIONAL,HN,N
IA,SWPM,,REGIONAL,HN,Z
IA,SWPM,,REGIONAL,SH,E
IA,SWPM,,REGIONAL,SH,N
IA,SWPM,,REGIONAL,SH,Z
IA,SYJI,,REGIONAL,HN,E
IA,SYJI,,REGIONAL,HN,N
IA,SYJI,,REGIONAL,HN,Z
IA,SYJI,,REGIONAL,SH,E
IA,SYJI,,REGIONAL,SH,N
IA,SYJI,,REGIONAL,SH,Z
IA,TAGJI,,REGIONAL,HN,E
IA,TAGJI,,REGIONAL,HN,N
IA,TAGJI,,REGIONAL,HN,Z
IA,TAGJI,,REGIONAL,SH,E
IA,TAGJI,,REGIONAL,SH,N
IA,TAGJI,,REGIONAL,SH,Z
IA,TAMI,00,REGIONAL,HN,E
IA,TAMI,00,REGIONAL,HN,N
IA,TAMI,00,REGIONAL,HN,Z
IA,TAMI,00,REGIONAL,SH,E
IA,TAMI,00,REGIONAL,SH,N
IA,TAMI,00,REGIONAL,SH,Z
IA,TAPSI,,REGIONAL,HN,E
IA,TAPSI,,REGIONAL,HN,N
IA,TAPSI,,REGIONAL,HN,Z
IA,TAPSI,,REGIONAL,SH,E
IA,TAPSI,,REGIONAL,SH,N
IA,TAPSI,,REGIONAL,SH,Z
IA,TARAI,00,REGIONAL,HH,E
IA,TARAI,00,REGIONAL,HH,N
IA,TARAI,00,REGIONAL,HH,Z
IA,TARAI,00,REGIONAL,HN,E
IA,TARAI,00,REGIONAL,HN,N
IA,TARAI,00,REGIONAL,HN,Z
IA,TASI,00,REGIONAL,HN,E
IA,TASI,00,REGIONAL,HN,N
IA,TASI,00,REGIONAL,HN,Z
IA,TASI,00,REGIONAL,SH,E
IA,TASI,00,REGIONAL,SH,N
IA,TASI,00,REGIONAL,SH,Z
IA,TASSI,,REGIONAL,HN,E
IA,TASSI,,REGIONAL,HN,N
IA,TASSI,,REGIONAL,HN,Z
IA,TASSI,,REGIONAL,SH,E
IA,TASSI,,REGIONAL,SH,N
IA,TASSI,,REGIONAL,SH,Z
IA,TBCM,00,REGIONAL,HN,E
IA,TBCM,00,REGIONAL,HN,N
IA,TBCM,00,REGIONAL,HN,Z
IA,TBCM,00,REGIONAL,SH,E
IA,TBCM,00,REGIONAL,SH,N
IA,TBCM,00,REGIONAL,SH,Z
IA,TBJI,,REGIONAL,HN,E
IA,TBJI,,REGIONAL,HN,N
IA,TBJI,,REGIONAL,HN,Z
IA,TBJI,,REGIONAL,SH,E
IA,TBJI,,REGIONAL,SH,N
IA,TBJI,,REGIONAL,SH,Z
IA,TBJKI,00,REGIONAL,HN,E
IA,TBJKI,00,REGIONAL,HN,N
IA,TBJKI,00,REGIONAL,HN,Z
IA,TBJKI,00,REGIONAL,SH,E
IA,TBJKI,00,REGIONAL,SH,N
IA,TBJKI,00,REGIONAL,SH,Z
IA,TBKI,00,REGIONAL,HN,E
IA,TBKI,00,REGIONAL,HN,N
IA,TBKI,00,REGIONAL,HN,Z
IA,TBKI,00,REGIONAL,SH,E
IA,TBKI,00,REGIONAL,SH,N
IA,TBKI,00,REGIONAL,SH,Z
IA,TBMCM,,REGIONAL,HN,E
IA,TBMCM,,REGIONAL,HN,N
IA,TBMCM,,REGIONAL,HN,Z
IA,TBMCM,,REGIONAL,SH,E
IA,TBMCM,,REGIONAL,SH,N
IA,TBMCM,,REGIONAL,SH,Z
IA,TBMUI,,REGIONAL,HN,E
IA,TBMUI,,REGIONAL,HN,N
IA,TBMUI,,REGIONAL,HN,Z
IA,TBMUI,,REGIONAL,SH,E
IA,TBMUI,,REGIONAL,SH,N
IA,TBMUI,,REGIONAL,SH,Z
IA,TDNI,,REGIONAL,HN,E
IA,TDNI,,REGIONAL,HN,N
IA,TDNI,,REGIONAL,HN,Z
IA,TDNI,,REGIONAL,SH,E
IA,TDNI,,REGIONAL,SH,N
IA,TDNI,,REGIONAL,SH,Z
IA,TEBBI,00,REGIONAL,HN,E
IA,TEBBI,00,REGIONAL,HN,N
IA,TEBBI,00,REGIONAL,HN,Z
IA,TEBBI,00,REGIONAL,SH,E
IA,TEBBI,00,REGIONAL,SH,N
IA,TEBBI,00,REGIONAL,SH,Z
IA,TGCM,00,REGIONAL,HN,E
IA,TGCM,00,REGIONAL,HN,N
IA,TGCM,00,REGIONAL,HN,Z
IA,TGCM,00,REGIONAL,SH,E
IA,TGCM,00,REGIONAL,SH,N
IA,TGCM,00,REGIONAL,SH,Z
IA,TIKSI,,REGIONAL,HN,E
IA,TIKSI,,REGIONAL,HN,N
IA,TIKSI,,REGIONAL,HN,Z
IA,TIKSI,,REGIONAL,SH,E
IA,TIKSI,,REGIONAL,SH,N
IA,TIKSI,,REGIONAL,SH,Z
IA,TIPSI,,REGIONAL,HN,E
IA,TIPSI,,REGIONAL,HN,N
IA,TIPSI,,REGIONAL,HN,Z
IA,TIPSI,,REGIONAL,SH,E
IA,TIPSI,,REGIONAL,SH,N
IA,TIPSI,,REGIONAL,SH,Z
IA,TKSM,00,REGIONAL,HN,E
IA,TKSM,00,REGIONAL,HN,N
IA,TKSM,00,REGIONAL,HN,Z
IA,TKSM,00,REGIONAL,SH,E
IA,TKSM,00,REGIONAL,SH,N
IA,TKSM,00,REGIONAL,SH,Z
IA,TLCM,00,REGIONAL,HN,E
IA,TLCM,00,REGIONAL,HN,N
IA,TLCM,00,REGIONAL,HN,Z
IA,TLCM,00,REGIONAL,SH,E
IA,TLCM,00,REGIONAL,SH,N
IA,TLCM,00,REGIONAL,SH,Z
IA,TLE2,00,REGIONAL,HH,E
IA,TLE2,00,REGIONAL,HH,N
IA,TLE2,00,REGIONAL,HH,Z
IA,TLE2,00,REGIONAL,HN,E
IA,TLE2,00,REGIONAL,HN,N
IA,TLE2,00,REGIONAL,HN,Z
IA,TMSI,,REGIONAL,HN,E
IA,TMSI,,REGIONAL,HN,N
IA,TMSI,,REGIONAL,HN,Z
IA,TMSI,,REGIONAL,SH,E
IA,TMSI,,REGIONAL,SH,N
IA,TMSI,,REGIONAL,SH,Z
IA,TMSM,00,REGIONAL,HN,E
IA,TMSM,00,REGIONAL,HN,N
IA,TMSM,00,REGIONAL,HN,Z
IA,TMSM,00,REGIONAL,SH,E
IA,TMSM,00,REGIONAL,SH,N
IA,TMSM,00,REGIONAL,SH,Z
IA,TMTMM,,REGIONAL,HN,E
IA,TMTMM,,REGIONAL,HN,N
IA,TMTMM,,REGIONAL,HN,Z
IA,TMTMM,,REGIONAL,SH,E
IA,TMTMM,,REGIONAL,SH,N
IA,TMTMM,,REGIONAL,SH,Z
IA,TNGI,00,REGIONAL,HN,E
IA,TNGI,00,REGIONAL,HN,N
IA,TNGI,00,REGIONAL,HN,Z
IA,TNGI,00,REGIONAL,SH,E
IA,TNGI,00,REGIONAL,SH,N
IA,TNGI,00,REGIONAL,SH,Z
IA,TNSJI,00,REGIONAL,HN,E
IA,TNSJI,00,REGIONAL,HN,N
IA,TNSJI,00,REGIONAL,HN,Z
IA,TNSJI,00,REGIONAL,SH,E
IA,TNSJI,00,REGIONAL,SH,N
IA,TNSJI,00,REGIONAL,SH,Z
IA,TNTI,,REGIONAL,HN,E
IA,TNTI,,REGIONAL,HN,N
IA,TNTI,,REGIONAL,HN,Z
IA,TNTI,,REGIONAL,SH,E
IA,TNTI,,REGIONAL,SH,N
IA,TNTI,,REGIONAL,SH,Z
IA,TOBSI,,REGIONAL,HN,E
IA,TOBSI,,REGIONAL,HN,N
IA,TOBSI,,REGIONAL,HN,Z
IA,TOBSI,,REGIONAL,SH,E
IA,TOBSI,,REGIONAL,SH,N
IA,TOBSI,,REGIONAL,SH,Z
IA,TOCM,00,REGIONAL,HN,E
IA,TOCM,00,REGIONAL,HN,N
IA,TOCM,00,REGIONAL,HN,Z
IA,TOCM,00,REGIONAL,SH,E
IA,TOCM,00,REGIONAL,SH,N
IA,TOCM,00,REGIONAL,SH,Z
IA,TOJI,,REGIONAL,HN,E
IA,TOJI,,REGIONAL,HN,N
IA,TOJI,,REGIONAL,HN,Z
IA,TOJI,,REGIONAL,SH,E
IA,TOJI,,REGIONAL,SH,N
IA,TOJI,,REGIONAL,SH,Z
IA,TOLI2,,REGIONAL,HN,E
IA,TOLI2,,REGIONAL,HN,N
IA,TOLI2,,REGIONAL,HN,Z
IA,TOLI2,,REGIONAL,SH,E
IA,TOLI2,,REGIONAL,SH,N
IA,TOLI2,,REGIONAL,SH,Z
IA,TOTSI,,REGIONAL,HN,E
IA,TOTSI,,REGIONAL,HN,N
IA,TOTSI,,REGIONAL,HN,Z
IA,TOTSI,,REGIONAL,SH,E
IA,TOTSI,,REGIONAL,SH,N
IA,TOTSI,,REGIONAL,SH,Z
IA,TPCI,00,REGIONAL,HN,E
IA,TPCI,00,REGIONAL,HN,N
IA,TPCI,00,REGIONAL,HN,Z
IA,TPCI,00,REGIONAL,SH,E
IA,TPCI,00,REGIONAL,SH,N
IA,TPCI,00,REGIONAL,SH,Z
IA,TPI,00,REGIONAL,HH,E
IA,TPI,00,REGIONAL,HH,N
IA,TPI,00,REGIONAL,HH,Z
IA,TPI,00,REGIONAL,HN,E
IA,TPI,00,REGIONAL,HN,N
IA,TPI,00,REGIONAL,HN,Z
IA,TPRI,,REGIONAL,HN,E
IA,TPRI,,REGIONAL,HN,N
IA,TPRI,,REGIONAL,HN,Z
IA,TPRI,,REGIONAL,SH,E
IA,TPRI,,REGIONAL,SH,N
IA,TPRI,,REGIONAL,SH,Z
IA,TPSI,00,REGIONAL,HN,E
IA,TPSI,00,REGIONAL,HN,N
IA,TPSI,00,REGIONAL,HN,Z
IA,TPSI,00,REGIONAL,SH,E
IA,TPSI,00,REGIONAL,SH,N
IA,TPSI,00,REGIONAL,SH,Z
IA,TPTI,00,REGIONAL,HN,E
IA,TPTI,00,REGIONAL,HN,N
IA,TPTI,00,REGIONAL,HN,Z
IA,TPTI,00,REGIONAL,SH,E
IA,TPTI,00,REGIONAL,SH,N
IA,TPTI,00,REGIONAL,SH,Z
IA,TRIYO,,REGIONAL,HN,E
IA,TRIYO,,REGIONAL,HN,N
IA,TRIYO,,REGIONAL,HN,Z
IA,TRIYO,,REGIONAL,SH,E
IA,TRIYO,,REGIONAL,SH,N
IA,TRIYO,,REGIONAL,SH,Z
IA,TRPI,,REGIONAL,HN,E
IA,TRPI,,REGIONAL,HN,N
IA,TRPI,,REGIONAL,HN,Z
IA,TRPI,,REGIONAL,SH,E
IA,TRPI,,REGIONAL,SH,N
IA,TRPI,,REGIONAL,SH,Z
IA,TRSI,00,REGIONAL,HN,E
IA,TRSI,00,REGIONAL,HN,N
IA,TRSI,00,REGIONAL,HN,Z
IA,TRSI,00,REGIONAL,SH,E
IA,TRSI,00,REGIONAL,SH,N
IA,TRSI,00,REGIONAL,SH,Z
IA,TSBJI,00,REGIONAL,HN,E
IA,TSBJI,00,REGIONAL,HN,N
IA,TSBJI,00,REGIONAL,HN,Z
IA,TSBJI,00,REGIONAL,SH,E
IA,TSBJI,00,REGIONAL,SH,N
IA,TSBJI,00,REGIONAL,SH,Z
IA,TSI,,REGIONAL,HN,E
IA,TSI,,REGIONAL,HN,N
IA,TSI,,REGIONAL,HN,Z
IA,TSI,,REGIONAL,SH,E
IA,TSI,,REGIONAL,SH,N
IA,TSI,,REGIONAL,SH,Z
IA,TSJM,00,REGIONAL,HN,E
IA,TSJM,00,REGIONAL,HN,N
IA,TSJM,00,REGIONAL,HN,Z
IA,TSJM,00,REGIONAL,SH,E
IA,TSJM,00,REGIONAL,SH,N
IA,TSJM,00,REGIONAL,SH,Z
IA,TSNI,,REGIONAL,HN,E
IA,TSNI,,REGIONAL,HN,N
IA,TSNI,,REGIONAL,HN,Z
IA,TSNI,,REGIONAL,SH,E
IA,TSNI,,REGIONAL,SH,N
IA,TSNI,,REGIONAL,SH,Z
IA,TSPI,00,REGIONAL,HN,E
IA,TSPI,00,REGIONAL,HN,N
IA,TSPI,00,REGIONAL,HN,Z
IA,TSPI,00,REGIONAL,SH,E
IA,TSPI,00,REGIONAL,SH,N
IA,TSPI,00,REGIONAL,SH,Z
IA,TTPSI,,REGIONAL,HN,E
IA,TTPSI,,REGIONAL,HN,N
IA,TTPSI,,REGIONAL,HN,Z
IA,TTPSI,,REGIONAL,SH,E
IA,TTPSI,,REGIONAL,SH,N
IA,TTPSI,,REGIONAL,SH,Z
IA,TTSI,,REGIONAL,HN,E
IA,TTSI,,REGIONAL,HN,N
IA,TTSI,,REGIONAL,HN,Z
IA,TTSI,,REGIONAL,SH,E
IA,TTSI,,REGIONAL,SH,N
IA,TTSI,,REGIONAL,SH,Z
IA,TTSM,00,REGIONAL,HN,E
IA,TTSM,00,REGIONAL,HN,N
IA,TTSM,00,REGIONAL,HN,Z
IA,TTSM,00,REGIONAL,SH,E
IA,TTSM,00,REGIONAL,SH,N
IA,TTSM,00,REGIONAL,SH,Z
IA,TTSMI,,REGIONAL,HN,E
IA,TTSMI,,REGIONAL,HN,N
IA,TTSMI,,REGIONAL,HN,Z
IA,TTSMI,,REGIONAL,SH,E
IA,TTSMI,,REGIONAL,SH,N
IA,TTSMI,,REGIONAL,SH,Z
IA,TUBJI,00,REGIONAL,HN,E
IA,TUBJI,00,REGIONAL,HN,N
IA,TUBJI,00,REGIONAL,HN,Z
IA,TUBJI,00,REGIONAL,SH,E
IA,TUBJI,00,REGIONAL,SH,N
IA,TUBJI,00,REGIONAL,SH,Z
IA,TUJI,,REGIONAL,HN,E
IA,TUJI,,REGIONAL,HN,N
IA,TUJI,,REGIONAL,HN,Z
IA,TUJI,,REGIONAL,SH,E
IA,TUJI,,REGIONAL,SH,N
IA,TUJI,,REGIONAL,SH,Z
IA,TWSI,00,REGIONAL,HN,E
IA,TWSI,00,REGIONAL,HN,N
IA,TWSI,00,REGIONAL,HN,Z
IA,TWSI,00,REGIONAL,SH,E
IA,TWSI,00,REGIONAL,SH,N
IA,TWSI,00,REGIONAL,SH,Z
IA,UBSI,00,REGIONAL,HN,E
IA,UBSI,00,REGIONAL,HN,N
IA,UBSI,00,REGIONAL,HN,Z
IA,UBSI,00,REGIONAL,SH,E
IA,UBSI,00,REGIONAL,SH,N
IA,UBSI,00,REGIONAL,SH,Z
IA,UGM,,REGIONAL,HN,E
IA,UGM,,REGIONAL,HN,N
IA,UGM,,REGIONAL,HN,Z
IA,UGM,,REGIONAL,SH,E
IA,UGM,,REGIONAL,SH,N
IA,UGM,,REGIONAL,SH,Z
IA,UKCM,,REGIONAL,HN,E
IA,UKCM,,REGIONAL,HN,N
IA,UKCM,,REGIONAL,HN,Z
IA,UKCM,,REGIONAL,SH,E
IA,UKCM,,REGIONAL,SH,N
IA,UKCM,,REGIONAL,SH,Z
IA,ULMSI,00,REGIONAL,HN,E
IA,ULMSI,00,REGIONAL,HN,N
IA,ULMSI,00,REGIONAL,HN,Z
IA,ULMSI,00,REGIONAL,SH,E
IA,ULMSI,00,REGIONAL,SH,N
IA,ULMSI,00,REGIONAL,SH,Z
IA,ULSM,00,REGIONAL,HN,E
IA,ULSM,00,REGIONAL,HN,N
IA,ULSM,00,REGIONAL,HN,Z
IA,ULSM,00,REGIONAL,SH,E
IA,ULSM,00,REGIONAL,SH,N
IA,ULSM,00,REGIONAL,SH,Z
IA,UMKSI,,REGIONAL,HN,E
IA,UMKSI,,REGIONAL,HN,N
IA,UMKSI,,REGIONAL,HN,Z
IA,UMKSI,,REGIONAL,SH,E
IA,UMKSI,,REGIONAL,SH,N
IA,UMKSI,,REGIONAL,SH,Z
IA,UMSSI,,REGIONAL,HN,E
IA,UMSSI,,REGIONAL,HN,N
IA,UMSSI,,REGIONAL,HN,Z
IA,UMSSI,,REGIONAL,SH,E
IA,UMSSI,,REGIONAL,SH,N
IA,UMSSI,,REGIONAL,SH,Z
